,EAN Code,Model,PVP,TVs
1050,8806098383771.0,55SM8600PLA.AEU,705.1,True
1051,8806098335732.0,24MK600M-W.AEU,112.19,True
1052,8806098386161.0,70UM7450PLA.AEU,700.07,True
1053,8806098386468.0,65UM7400PLB.AEU,599.75,True
1054,8806098068197.0,OLW480B.AEU,964.92,True
1055,8806098385676.0,OLED55C9PLA.AEU,964.92,True
1056,8806098293957.0,24TL510S-PZ.AEU,167.5,True
1057,8806098387854.0,49UM7400PLB.AEU,349.32,True
1058,8806098387854.0,49UM7400PLB.AEU,349.32,True
1059,8806098387854.0,49UM7400PLB.AEU,279.46,True
1060,8806098382910.0,32LM630BPLA.AEU,202.81,True
1061,8806098382910.0,32LM630BPLA.AEU,202.81,True
1062,8806098382910.0,32LM630BPLA.AEU,202.81,True
1063,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1064,8806098387854.0,49UM7400PLB.AEU,349.32,True
1065,8806098335732.0,24MK600M-W.AEU,112.19,True
1066,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1067,8806098388547.0,43UM7450PLA.AEU,395.41,True
1068,8806098387854.0,49UM7400PLB.AEU,349.32,True
1069,8806098396467.0,60UM7100PLB.AEU,495.94,True
1070,8806098387854.0,49UM7400PLB.AEU,349.32,True
1071,8806098387854.0,49UM7400PLB.AEU,349.32,True
1072,8806098424870.0,55UM7660PLA.AEU,482.71,True
1073,8806098387854.0,49UM7400PLB.AEU,349.32,True
1074,8806098396467.0,60UM7100PLB.AEU,495.94,True
1075,8806098386161.0,70UM7450PLA.AEU,700.07,True
1076,8806098382422.0,AN-MR19BA.AEU,4.0,True
1077,8806098387854.0,49UM7400PLB.AEU,349.32,True
1078,8806098383771.0,55SM8600PLA.AEU,705.1,True
1079,8806098387854.0,49UM7400PLB.AEU,349.32,True
1080,8806098396252.0,43UM7100PLB.AEU,299.42,True
1081,8806098103973.0,22MK430H-B.AEU,86.07,True
1082,8806098385409.0,65SM8500PLA.AEU,739.31,True
1083,8806098385409.0,65SM8500PLA.AEU,739.31,True
1084,8806098293957.0,24TL510S-PZ.AEU,125.18,True
1085,8806098293957.0,24TL510S-PZ.AEU,131.76,True
1086,8806098387854.0,49UM7400PLB.AEU,349.32,True
1087,8806098386468.0,65UM7400PLB.AEU,599.75,True
1088,8806098387854.0,49UM7400PLB.AEU,349.32,True
1089,8806098396467.0,60UM7100PLB.AEU,523.94,True
1090,8806098383054.0,43UM7500PLA.AEU,405.67,True
1091,8806098387854.0,49UM7400PLB.AEU,349.32,True
1092,8806098387069.0,55UM7450PLA.AEU,578.85,True
1093,8806098385676.0,OLED55C9PLA.AEU,1365.27,True
1094,8806098386161.0,70UM7450PLA.AEU,700.07,True
1095,8806098206001.0,22MK600M-B.AEU,97.03,True
1096,8806098386161.0,70UM7450PLA.AEU,1181.3,True
1097,8806098386161.0,70UM7450PLA.AEU,700.07,True
1098,8806098386161.0,70UM7450PLA.AEU,1181.3,True
1099,8806098382910.0,32LM630BPLA.AEU,202.81,True
1100,8806098387854.0,49UM7400PLB.AEU,349.32,True
1101,8806098385126.0,OLED65C9PLA.AEU,1784.86,True
1102,8806098387854.0,49UM7400PLB.AEU,366.76,True
1103,8806098387854.0,49UM7400PLB.AEU,349.32,True
1104,8806098293971.0,28TL510S-PZ.AEU,150.42,True
1105,8806098532537.0,24TL510S-WZ.AEU,131.74,True
1106,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1107,8806098385676.0,OLED55C9PLA.AEU,919.44,True
1108,8806098408771.0,49SM8200PLA.AEU,449.23,True
1109,8806098387854.0,49UM7400PLB.AEU,349.32,True
1110,8806098383771.0,55SM8600PLA.AEU,544.27,True
1111,8806098089710.0,27GK750F-B.AEU,277.36,True
1112,8806098387854.0,49UM7400PLB.AEU,349.32,True
1113,8806098387854.0,49UM7400PLB.AEU,279.46,True
1114,8806098382866.0,32LM6300PLA.AEU,5.0,True
1115,8806098387854.0,49UM7400PLB.AEU,349.32,True
1116,8806098387960.0,43UM7600PLB.AEU,426.7,True
1117,8806098386468.0,65UM7400PLB.AEU,599.75,True
1118,8806098383207.0,49SM8600PLA.AEU,540.6,True
1119,8806098338764.0,27MK600M-W.AEU,147.5,True
1120,8806098407958.0,24TL510V-PZ.AEU,104.99,True
1121,8806098425112.0,65UM7610PLB.AEU,533.38,True
1122,8806098186020.0,32LK6200PLA.AEU,5.0,True
1123,8806098532568.0,28TL510S-WZ.AEU,151.41,True
1124,8806098396252.0,43UM7100PLB.AEU,299.42,True
1125,8806098409006.0,65SM8200PLA.AEU,734.66,True
1126,8806098387854.0,49UM7400PLB.AEU,349.32,True
1127,8806098387854.0,49UM7400PLB.AEU,349.32,True
1128,8806098293971.0,28TL510S-PZ.AEU,159.26,True
1129,8806098251308.0,27MK600M-B.AEU,147.5,True
1130,8806098387069.0,55UM7450PLA.AEU,440.57,True
1131,8806098387854.0,49UM7400PLB.AEU,349.32,True
1132,8806098382910.0,32LM630BPLA.AEU,202.52,True
1133,8806098387854.0,49UM7400PLB.AEU,349.32,True
1134,8806087863444.0,PH150G.AEU,251.4,True
1135,8806098387854.0,49UM7400PLB.AEU,349.32,True
1136,8806098387069.0,55UM7450PLA.AEU,441.73,True
1137,8806098383054.0,43UM7500PLA.AEU,335.1,True
1138,8806098387854.0,49UM7400PLB.AEU,349.32,True
1139,8806098387854.0,49UM7400PLB.AEU,349.32,True
1140,8806098424573.0,55SM9010PLA.AEU,659.51,True
1141,8806098387854.0,49UM7400PLB.AEU,349.32,True
1142,8806098387854.0,49UM7400PLB.AEU,349.32,True
1143,8806098251308.0,27MK600M-B.AEU,443.52,True
1144,8806098251308.0,27MK600M-B.AEU,443.52,True
1145,8806098251308.0,27MK600M-B.AEU,443.52,True
1146,8806098293971.0,28TL510S-PZ.AEU,150.42,True
1147,8806098388547.0,43UM7450PLA.AEU,335.22,True
1148,8806098408023.0,24TL510V-WZ.AEU,105.67,True
1149,8806098186020.0,32LK6200PLA.AEU,242.65,True
1150,8806098186020.0,32LK6200PLA.AEU,242.65,True
1151,8806098236329.0,20MK400H-B.AEU,71.57,True
1152,8806098382910.0,32LM630BPLA.AEU,202.52,True
1153,8806098186020.0,32LK6200PLA.AEU,230.02,True
1154,8806098251308.0,27MK600M-B.AEU,147.84,True
1155,8806098487332.0,29WL500-B.AEU,230.14,True
1156,8806098089710.0,27GK750F-B.AEU,277.36,True
1157,8806098388547.0,43UM7450PLA.AEU,335.22,True
1158,8806087397420.0,34UB67-B.AEU,332.7,True
1159,8806087397420.0,34UB67-B.AEU,332.7,True
1160,8806098387854.0,49UM7400PLB.AEU,349.32,True
1161,8806098385126.0,OLED65C9PLA.AEU,1784.86,True
1162,8806098387960.0,43UM7600PLB.AEU,880.0,True
1163,8806098396467.0,60UM7100PLB.AEU,880.0,True
1164,8806098387854.0,49UM7400PLB.AEU,349.32,True
1165,8806098387854.0,49UM7400PLB.AEU,349.32,True
1166,8806098387854.0,49UM7400PLB.AEU,349.32,True
1167,8806098387854.0,49UM7400PLB.AEU,349.32,True
1168,8806098424573.0,55SM9010PLA.AEU,795.31,True
1169,8806098408887.0,55SM8200PLA.AEU,576.94,True
1170,8806098382910.0,32LM630BPLA.AEU,219.07,True
1171,8806098387854.0,49UM7400PLB.AEU,349.32,True
1172,8806098424573.0,55SM9010PLA.AEU,715.78,True
1173,8806098396252.0,43UM7100PLB.AEU,323.64,True
1174,8806098332939.0,49WL95C-W.AEU,1062.31,True
1175,8806098382910.0,32LM630BPLA.AEU,202.52,True
1176,8806098532568.0,28TL510S-WZ.AEU,139.3,True
1177,8806087301618.0,27MP89HM-S.AEU,212.39,True
1178,8806098236329.0,20MK400H-B.AEU,71.57,True
1179,8806098387854.0,49UM7400PLB.AEU,349.32,True
1180,8806098387854.0,49UM7400PLB.AEU,349.32,True
1181,8806098089710.0,27GK750F-B.AEU,277.36,True
1182,8806098387854.0,49UM7400PLB.AEU,349.32,True
1183,8806098387854.0,49UM7400PLB.AEU,349.32,True
1184,8806098387854.0,49UM7400PLB.AEU,349.32,True
1185,8806098103973.0,22MK430H-B.AEU,85.6,True
1186,8806098387854.0,49UM7400PLB.AEU,349.32,True
1187,8806098387854.0,49UM7400PLB.AEU,349.32,True
1188,8806098382910.0,32LM630BPLA.AEU,202.52,True
1189,8806098338764.0,27MK600M-W.AEU,140.18,True
1190,8806098387854.0,49UM7400PLB.AEU,349.32,True
1191,8806098387854.0,49UM7400PLB.AEU,349.32,True
1192,8806098396252.0,43UM7100PLB.AEU,323.64,True
1193,8806098387854.0,49UM7400PLB.AEU,594.39,True
1194,8806098387854.0,49UM7400PLB.AEU,349.32,True
1195,8806098293971.0,28TL510S-PZ.AEU,150.42,True
1196,8806098206001.0,22MK600M-B.AEU,97.03,True
1197,8806098387854.0,49UM7400PLB.AEU,349.32,True
1198,8806098532537.0,24TL510S-WZ.AEU,131.74,True
1199,8806098387069.0,55UM7450PLA.AEU,492.45,True
1200,8806098396252.0,43UM7100PLB.AEU,323.64,True
1201,8806098251308.0,27MK600M-B.AEU,147.84,True
1202,8806098387854.0,49UM7400PLB.AEU,349.32,True
1203,8806098103973.0,22MK430H-B.AEU,86.07,True
1204,8806098387854.0,49UM7400PLB.AEU,349.32,True
1205,8806098387854.0,49UM7400PLB.AEU,349.32,True
1206,8806098387854.0,49UM7400PLB.AEU,349.32,True
1207,8806098387854.0,49UM7400PLB.AEU,349.32,True
1208,8806098408771.0,49SM8200PLA.AEU,471.68,True
1209,8806098387854.0,49UM7400PLB.AEU,349.32,True
1210,8806098396467.0,60UM7100PLB.AEU,497.92,True
1211,8806098257201.0,HU80KSW.AEU,1655.41,True
1212,8806098382910.0,32LM630BPLA.AEU,182.53,True
1213,8806098387854.0,49UM7400PLB.AEU,349.32,True
1214,8806098251308.0,27MK600M-B.AEU,5.0,True
1215,8806098387854.0,49UM7400PLB.AEU,349.32,True
1216,8806098089710.0,27GK750F-B.AEU,439.15,True
1217,8806098487332.0,29WL500-B.AEU,439.15,True
1218,8806098387854.0,49UM7400PLB.AEU,349.32,True
1219,8806098240876.0,75SM9900PLA.AEU,2261.84,True
1220,8806087301618.0,27MP89HM-S.AEU,212.39,True
1221,8806098385676.0,OLED55C9PLA.AEU,899.45,True
1222,8806098387854.0,49UM7400PLB.AEU,399.31,True
1223,8806098385676.0,OLED55C9PLA.AEU,899.45,True
1224,8806098385676.0,OLED55C9PLA.AEU,899.45,True
1225,8806098385676.0,OLED55C9PLA.AEU,899.45,True
1226,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1227,8806098387960.0,43UM7600PLB.AEU,356.06,True
1228,8806098141524.0,32LK510BPLD.AEU,163.87,True
1229,8806098387854.0,49UM7400PLB.AEU,349.32,True
1230,8806098385676.0,OLED55C9PLA.AEU,899.45,True
1231,8806098293957.0,24TL510S-PZ.AEU,129.28,True
1232,8806098385676.0,OLED55C9PLA.AEU,899.45,True
1233,8806098387854.0,49UM7400PLB.AEU,349.32,True
1234,8806098544172.0,24GL650-B.AEU,162.7,True
1235,8806098387854.0,49UM7400PLB.AEU,394.37,True
1236,8806098532537.0,24TL510S-WZ.AEU,394.37,True
1237,8806098383269.0,49SM9000PLA.AEU,694.31,True
1238,8806098385676.0,OLED55C9PLA.AEU,1146.98,True
1239,8806098487332.0,29WL500-B.AEU,207.76,True
1240,8806098383269.0,49SM9000PLA.AEU,643.65,True
1241,8806098387854.0,49UM7400PLB.AEU,349.32,True
1242,8806098387854.0,49UM7400PLB.AEU,349.32,True
1243,8806098387854.0,49UM7400PLB.AEU,349.32,True
1244,8806098396252.0,43UM7100PLB.AEU,323.64,True
1245,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1246,8806098387854.0,49UM7400PLB.AEU,349.32,True
1247,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1248,8806098387854.0,49UM7400PLB.AEU,349.32,True
1249,8806098293957.0,24TL510S-PZ.AEU,129.28,True
1250,8806098385676.0,OLED55C9PLA.AEU,1146.98,True
1251,8806098385676.0,OLED55C9PLA.AEU,1146.98,True
1252,8806098385676.0,OLED55C9PLA.AEU,1146.98,True
1253,8806098382910.0,32LM630BPLA.AEU,202.52,True
1254,8806098068197.0,OLW480B.AEU,5048.14,True
1255,8806098385676.0,OLED55C9PLA.AEU,5048.14,True
1256,8806098385911.0,OLED65W9PLA.AEU,5048.14,True
1257,8806098387854.0,49UM7400PLB.AEU,349.32,True
1258,8806087863444.0,PH150G.AEU,930.62,True
1259,8806098387854.0,49UM7400PLB.AEU,930.62,True
1260,8806098387854.0,49UM7400PLB.AEU,349.32,True
1261,8806098387854.0,49UM7400PLB.AEU,349.32,True
1262,8806098387854.0,49UM7400PLB.AEU,349.32,True
1263,8806098293971.0,28TL510S-PZ.AEU,150.42,True
1264,8806098532568.0,28TL510S-WZ.AEU,179.74,True
1265,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1266,8806098293971.0,28TL510S-PZ.AEU,150.42,True
1267,8806098387960.0,43UM7600PLB.AEU,356.06,True
1268,8806098388547.0,43UM7450PLA.AEU,335.22,True
1269,8806098387960.0,43UM7600PLB.AEU,356.06,True
1270,8806098387854.0,49UM7400PLB.AEU,349.32,True
1271,8806098387854.0,49UM7400PLB.AEU,349.32,True
1272,8806098387854.0,49UM7400PLB.AEU,349.32,True
1273,8806098293971.0,28TL510S-PZ.AEU,150.42,True
1274,8806098424870.0,55UM7660PLA.AEU,498.85,True
1275,8806098396467.0,60UM7100PLB.AEU,497.92,True
1276,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1277,8806098532568.0,28TL510S-WZ.AEU,161.77,True
1278,8806098409006.0,65SM8200PLA.AEU,734.66,True
1279,8806087397420.0,34UB67-B.AEU,332.7,True
1280,8806098382910.0,32LM630BPLA.AEU,202.52,True
1281,8806098407958.0,24TL510V-PZ.AEU,149.11,True
1282,8806098385676.0,OLED55C9PLA.AEU,899.45,True
1283,8806098387069.0,55UM7450PLA.AEU,441.73,True
1284,8806098383207.0,49SM8600PLA.AEU,534.84,True
1285,8806098387854.0,49UM7400PLB.AEU,181.65,True
1286,8806098387854.0,49UM7400PLB.AEU,349.32,True
1287,8806098387854.0,49UM7400PLB.AEU,349.32,True
1288,8806098487332.0,29WL500-B.AEU,230.14,True
1289,8806098387854.0,49UM7400PLB.AEU,349.32,True
1290,8806098387854.0,49UM7400PLB.AEU,349.32,True
1291,8806098382910.0,32LM630BPLA.AEU,182.53,True
1292,8806098387854.0,49UM7400PLB.AEU,349.32,True
1293,8806098387854.0,49UM7400PLB.AEU,349.32,True
1294,8806098293957.0,24TL510S-PZ.AEU,131.76,True
1295,8806098387854.0,49UM7400PLB.AEU,349.32,True
1296,8806098387960.0,43UM7600PLB.AEU,426.7,True
1297,8806098386468.0,65UM7400PLB.AEU,599.75,True
1298,8806098387960.0,43UM7600PLB.AEU,356.06,True
1299,8806098387854.0,49UM7400PLB.AEU,349.32,True
1300,8806098388127.0,49UM7390PLC.AEU,442.9,True
1301,8806098387854.0,49UM7400PLB.AEU,349.32,True
1302,8806098386468.0,65UM7400PLB.AEU,599.75,True
1303,8806098388684.0,43UM7390PLC.AEU,389.22,True
1304,8806098388684.0,43UM7390PLC.AEU,389.22,True
1305,8806098387632.0,50UM7450PLA.AEU,377.56,True
1306,8806098388684.0,43UM7390PLC.AEU,389.22,True
1307,8806098387854.0,49UM7400PLB.AEU,349.32,True
1308,8806098388684.0,43UM7390PLC.AEU,389.22,True
1309,8806098388684.0,43UM7390PLC.AEU,389.22,True
1310,8806098388684.0,43UM7390PLC.AEU,389.22,True
1311,8806098387854.0,49UM7400PLB.AEU,349.32,True
1312,8806098387854.0,49UM7400PLB.AEU,349.32,True
1313,8806098387854.0,49UM7400PLB.AEU,349.32,True
1314,8806098382910.0,32LM630BPLA.AEU,202.81,True
1315,8806098387854.0,49UM7400PLB.AEU,349.32,True
1316,8806098387632.0,50UM7450PLA.AEU,377.56,True
1317,8806098387854.0,49UM7400PLB.AEU,349.32,True
1318,8806098386468.0,65UM7400PLB.AEU,599.75,True
1319,8806098382910.0,32LM630BPLA.AEU,552.13,True
1320,8806098387854.0,49UM7400PLB.AEU,552.13,True
1321,8806098396467.0,60UM7100PLB.AEU,523.94,True
1322,8806098383054.0,43UM7500PLA.AEU,335.1,True
1323,8806098387854.0,49UM7400PLB.AEU,349.32,True
1324,8806098386468.0,65UM7400PLB.AEU,767.29,True
1325,8806098383269.0,49SM9000PLA.AEU,809.66,True
1326,8806098387960.0,43UM7600PLB.AEU,426.7,True
1327,8806098387632.0,50UM7450PLA.AEU,377.56,True
1328,8806098387960.0,43UM7600PLB.AEU,426.7,True
1329,8806098387854.0,49UM7400PLB.AEU,349.32,True
1330,8806098387632.0,50UM7450PLA.AEU,377.56,True
1331,8806098387632.0,50UM7450PLA.AEU,377.56,True
1332,8806098387632.0,50UM7450PLA.AEU,377.56,True
1333,8806098387632.0,50UM7450PLA.AEU,377.56,True
1334,8806098388684.0,43UM7390PLC.AEU,389.22,True
1335,8806098387854.0,49UM7400PLB.AEU,349.32,True
1336,8806098388684.0,43UM7390PLC.AEU,389.22,True
1337,8806098387854.0,49UM7400PLB.AEU,349.32,True
1338,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1339,8806098396252.0,43UM7100PLB.AEU,299.42,True
1340,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1341,8806098387854.0,49UM7400PLB.AEU,349.32,True
1342,8806098387854.0,49UM7400PLB.AEU,349.32,True
1343,8806098387854.0,49UM7400PLB.AEU,349.32,True
1344,8806098388547.0,43UM7450PLA.AEU,395.41,True
1345,8806098140916.0,PF50KS.AEU,453.14,True
1346,8806098386468.0,65UM7400PLB.AEU,599.75,True
1347,8806098408887.0,55SM8200PLA.AEU,629.91,True
1348,8806098382910.0,32LM630BPLA.AEU,202.52,True
1349,8806098387854.0,49UM7400PLB.AEU,349.32,True
1350,8806098387854.0,49UM7400PLB.AEU,349.32,True
1351,8806098387854.0,49UM7400PLB.AEU,349.32,True
1352,8806098386468.0,65UM7400PLB.AEU,599.75,True
1353,8806098424573.0,55SM9010PLA.AEU,659.51,True
1354,8806098387854.0,49UM7400PLB.AEU,349.32,True
1355,8806098387854.0,49UM7400PLB.AEU,349.32,True
1356,8806098424573.0,55SM9010PLA.AEU,795.31,True
1357,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1358,8806098386468.0,65UM7400PLB.AEU,599.75,True
1359,8806098388127.0,49UM7390PLC.AEU,434.16,True
1360,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1361,8806098387854.0,49UM7400PLB.AEU,399.31,True
1362,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1363,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1364,8806098424573.0,55SM9010PLA.AEU,692.46,True
1365,8806098383269.0,49SM9000PLA.AEU,809.66,True
1366,8806098387854.0,49UM7400PLB.AEU,349.32,True
1367,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1368,8806098387854.0,49UM7400PLB.AEU,349.32,True
1369,8806098387960.0,43UM7600PLB.AEU,426.7,True
1370,8806098387854.0,49UM7400PLB.AEU,349.32,True
1371,8806098387854.0,49UM7400PLB.AEU,349.32,True
1372,8806098424573.0,55SM9010PLA.AEU,692.46,True
1373,8806098387854.0,49UM7400PLB.AEU,349.32,True
1374,8806098424573.0,55SM9010PLA.AEU,692.46,True
1375,8806098424573.0,55SM9010PLA.AEU,692.46,True
1376,8806098424573.0,55SM9010PLA.AEU,692.46,True
1377,8806098386468.0,65UM7400PLB.AEU,599.75,True
1378,8806098385676.0,OLED55C9PLA.AEU,1349.39,True
1379,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1380,8806098387854.0,49UM7400PLB.AEU,349.32,True
1381,8806098383269.0,49SM9000PLA.AEU,694.31,True
1382,8806098293957.0,24TL510S-PZ.AEU,263.52,True
1383,8806098293957.0,24TL510S-PZ.AEU,263.52,True
1384,8806098388684.0,43UM7390PLC.AEU,324.54,True
1385,8806098388684.0,43UM7390PLC.AEU,324.54,True
1386,8806098544172.0,24GL650-B.AEU,162.7,True
1387,8806098387854.0,49UM7400PLB.AEU,366.76,True
1388,8806098387854.0,49UM7400PLB.AEU,349.32,True
1389,8806098387854.0,49UM7400PLB.AEU,349.32,True
1390,8806098387854.0,49UM7400PLB.AEU,349.32,True
1391,8806098387854.0,49UM7400PLB.AEU,349.32,True
1392,8806098387069.0,55UM7450PLA.AEU,440.57,True
1393,8806098293971.0,28TL510S-PZ.AEU,158.77,True
1394,8806098386468.0,65UM7400PLB.AEU,599.75,True
1395,8806087301618.0,27MP89HM-S.AEU,212.39,True
1396,8806098385409.0,65SM8500PLA.AEU,739.31,True
1397,8806098386468.0,65UM7400PLB.AEU,599.75,True
1398,8806098382910.0,32LM630BPLA.AEU,240.96,True
1399,8806098387854.0,49UM7400PLB.AEU,349.32,True
1400,8806098387854.0,49UM7400PLB.AEU,349.32,True
1401,8806098141524.0,32LK510BPLD.AEU,193.07,True
1402,8806098141524.0,32LK510BPLD.AEU,193.07,True
1403,8806098387854.0,49UM7400PLB.AEU,349.32,True
1404,8806098408887.0,55SM8200PLA.AEU,503.93,True
1405,8806098387854.0,49UM7400PLB.AEU,349.32,True
1406,8806098387854.0,49UM7400PLB.AEU,349.32,True
1407,8806098387854.0,49UM7400PLB.AEU,349.32,True
1408,8806098387854.0,49UM7400PLB.AEU,349.32,True
1409,8806098487332.0,29WL500-B.AEU,184.78,True
1410,8806098387854.0,49UM7400PLB.AEU,349.32,True
1411,8806098141524.0,32LK510BPLD.AEU,193.07,True
1412,8806098386468.0,65UM7400PLB.AEU,599.75,True
1413,8806098385126.0,OLED65C9PLA.AEU,1784.86,True
1414,8806098487332.0,29WL500-B.AEU,218.7,True
1415,8806098487332.0,29WL500-B.AEU,218.7,True
1416,8806098387854.0,49UM7400PLB.AEU,349.32,True
1417,8806098425006.0,65UM7510PLA.AEU,792.04,True
1418,8806098387854.0,49UM7400PLB.AEU,349.32,True
1419,8806098387854.0,49UM7400PLB.AEU,349.32,True
1420,8806098387854.0,49UM7400PLB.AEU,349.32,True
1421,8806098387854.0,49UM7400PLB.AEU,349.32,True
1422,8806098387854.0,49UM7400PLB.AEU,349.32,True
1423,8806098387854.0,49UM7400PLB.AEU,349.32,True
1424,8806098382910.0,32LM630BPLA.AEU,405.62,True
1425,8806098382910.0,32LM630BPLA.AEU,405.62,True
1426,8806098382910.0,32LM630BPLA.AEU,219.07,True
1427,8806098388547.0,43UM7450PLA.AEU,395.41,True
1428,8806098387854.0,49UM7400PLB.AEU,349.32,True
1429,8806098293957.0,24TL510S-PZ.AEU,143.64,True
1430,8806098387960.0,43UM7600PLB.AEU,426.7,True
1431,8806098387960.0,43UM7600PLB.AEU,426.7,True
1432,8806098396467.0,60UM7100PLB.AEU,523.94,True
1433,8806098387854.0,49UM7400PLB.AEU,349.32,True
1434,8806098387854.0,49UM7400PLB.AEU,349.32,True
1435,8806098382910.0,32LM630BPLA.AEU,219.07,True
1436,8806098383207.0,49SM8600PLA.AEU,600.67,True
1437,8806098387854.0,49UM7400PLB.AEU,349.32,True
1438,8806098424689.0,55UM7510PLA.AEU,461.37,True
1439,8806098103973.0,22MK430H-B.AEU,86.07,True
1440,8806098387854.0,49UM7400PLB.AEU,349.32,True
1441,8806098251308.0,27MK600M-B.AEU,295.68,True
1442,8806098251308.0,27MK600M-B.AEU,295.68,True
1443,8806098387854.0,49UM7400PLB.AEU,349.32,True
1444,8806098385676.0,OLED55C9PLA.AEU,999.39,True
1445,8806098396375.0,49UM7100PLB.AEU,1048.59,True
1446,8806098424573.0,55SM9010PLA.AEU,1048.59,True
1447,8806098293957.0,24TL510S-PZ.AEU,167.5,True
1448,8806087301618.0,27MP89HM-S.AEU,212.39,True
1449,8806098383054.0,43UM7500PLA.AEU,405.67,True
1450,8806098383054.0,43UM7500PLA.AEU,405.67,True
1451,8806098387854.0,49UM7400PLB.AEU,349.32,True
1452,8806098382910.0,32LM630BPLA.AEU,219.07,True
1453,8806098385676.0,OLED55C9PLA.AEU,1281.92,True
1454,8806098385676.0,OLED55C9PLA.AEU,28.0,True
1455,8806098387854.0,49UM7400PLB.AEU,701.95,True
1456,8806098387960.0,43UM7600PLB.AEU,426.7,True
1457,8806098387854.0,49UM7400PLB.AEU,349.32,True
1458,8806098382910.0,32LM630BPLA.AEU,202.81,True
1459,8806098387069.0,55UM7450PLA.AEU,440.57,True
1460,8806098387854.0,49UM7400PLB.AEU,349.32,True
1461,8806098385409.0,65SM8500PLA.AEU,739.31,True
1462,8806098068197.0,OLW480B.AEU,49.44,True
1463,8806098236329.0,20MK400H-B.AEU,71.57,True
1464,8806098388684.0,43UM7390PLC.AEU,324.54,True
1465,8806098386468.0,65UM7400PLB.AEU,598.2,True
1466,8806098251308.0,27MK600M-B.AEU,140.18,True
1467,8806098487332.0,29WL500-B.AEU,175.6,True
1468,8806098385409.0,65SM8500PLA.AEU,739.31,True
1469,8806098387854.0,49UM7400PLB.AEU,349.32,True
1470,8806098387854.0,49UM7400PLB.AEU,349.32,True
1471,8806098387854.0,49UM7400PLB.AEU,349.32,True
1472,8806098385126.0,OLED65C9PLA.AEU,1749.85,True
1473,8806087397420.0,34UB67-B.AEU,332.7,True
1474,8806098396375.0,49UM7100PLB.AEU,1026.48,True
1475,8806098396375.0,49UM7100PLB.AEU,1026.48,True
1476,8806098388691.0,43UM7400PLB.AEU,1026.48,True
1477,8806087863444.0,PH150G.AEU,131.02,True
1478,8806098386468.0,65UM7400PLB.AEU,767.29,True
1479,8806098388691.0,43UM7400PLB.AEU,314.22,True
1480,8806098388691.0,43UM7400PLB.AEU,314.22,True
1481,8806098388691.0,43UM7400PLB.AEU,314.22,True
1482,8806098385409.0,65SM8500PLA.AEU,739.31,True
1483,8806098385409.0,65SM8500PLA.AEU,739.31,True
1484,8806098387854.0,49UM7400PLB.AEU,832.7,True
1485,8806098408771.0,49SM8200PLA.AEU,500.63,True
1486,8806087863444.0,PH150G.AEU,228.98,True
1487,8806087863444.0,PH150G.AEU,228.91,True
1488,8806098387854.0,49UM7400PLB.AEU,349.32,True
1489,8806098383603.0,55SM8500PLA.AEU,569.01,True
1490,8806098383771.0,55SM8600PLA.AEU,608.52,True
1491,8806098388691.0,43UM7400PLB.AEU,314.22,True
1492,8806098388691.0,43UM7400PLB.AEU,314.22,True
1493,8806098388691.0,43UM7400PLB.AEU,314.22,True
1494,8806098388691.0,43UM7400PLB.AEU,314.22,True
1495,8806098383207.0,49SM8600PLA.AEU,534.84,True
1496,8806098388691.0,43UM7400PLB.AEU,314.22,True
1497,8806098388691.0,43UM7400PLB.AEU,314.22,True
1498,8806098408887.0,55SM8200PLA.AEU,549.5,True
1499,8806098387885.0,50UM7600PLB.AEU,348.85,True
1500,8806098424870.0,55UM7660PLA.AEU,436.75,True
1501,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
1502,8806098388691.0,43UM7400PLB.AEU,314.22,True
1503,8806098388691.0,43UM7400PLB.AEU,314.22,True
1504,8806098532568.0,28TL510S-WZ.AEU,161.77,True
1505,8806098385126.0,OLED65C9PLA.AEU,1784.86,True
1506,8806098382910.0,32LM630BPLA.AEU,193.07,True
1507,8806098388691.0,43UM7400PLB.AEU,314.22,True
1508,8806087863444.0,PH150G.AEU,228.98,True
1509,8806098383603.0,55SM8500PLA.AEU,597.79,True
1510,8806098385706.0,OLED55E9PLA.AEU,1299.93,True
1511,8806098388691.0,43UM7400PLB.AEU,314.22,True
1512,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
1513,8806098408771.0,49SM8200PLA.AEU,500.63,True
1514,8806098385706.0,OLED55E9PLA.AEU,1399.93,True
